Name,Internal Name,Antigen,Company,Trials ▼,Patents,Papers,Seq,Activity by Year,symbol
urelumab,BMS-663513,4-1BB,BMS,17.0,24.0,15.0,✓,,TNFRSF9
elranatamab-bcmm   ==,"Elrexfio, elranatamab, PF-06863135, RN613",BCMA,Pfizer,17.0,20.0,17.0,✓,,TNFRSF17
elranatamab-bcmm   ==,"Elrexfio, elranatamab, PF-06863135, RN613",CD3,Pfizer,17.0,20.0,17.0,✓,,CD3E
anetumab ravtansine   ==,"BAY 94-9343, BAY94-9343, MF-T-SPDB-DM4",Mesothelin,"Bayer, ImmunoGen, Morphosys",16.0,16.0,12.0,✓,,MSLN
sasanlimab,"PF-06801591, RN-888",PD-1,Pfizer,16.0,2.0,6.0,✓,,PDCD1
pidilizumab,"CT-011, hBat-1, MDV9300",PD-1,"CureTech, Medivation, Teva",15.0,15.0,8.0,✓,,PDCD1
dectrekumab   ==,"QAX576, QBX258",IL-13,Novartis,15.0,9.0,2.0,✓,,IL13
atibuclimab,IC14,CD14,"Icos, Implicit, Lilly, Line 6 Bio",14.0,11.0,2.0,✓,,CD14
seribantumab,"MM-121, SAR256212",HER3,"Merrimack, Sanofi",14.0,34.0,16.0,✓,,ERBB3
pimurutamab   ==,HLX07,EGFR,Henlix,13.0,5.0,2.0,✓,,EGFR
tizetatug rezetecan,SHR-A1921,TACSTD-2,"Jiangsu Hengrui, Shanghai Hengrui",13.0,5.0,,✓,,TACSTD2
olokizumab,CDP6038,IL-6,"R-Pharm, UCB",12.0,12.0,8.0,✓,,IL6
oregovomab,"OvaRex, MAb-B43.13",CA125,"Paladin, Quest, ViRexx",12.0,12.0,14.0,nan,,MUC16
tigatuzumab,"CS-1008, TRA-8, DS-8273",DR5,"Daiichi Sankyo, Seattle Genetics, UAB Research",12.0,27.0,21.0,✓,,TNFRSF10B
nipocalimab,M281,FcRn,Momenta,12.0,21.0,12.0,✓,,FCGRT
fresolimumab   >>,GC1008,TGF-β,"CAT, Genzyme",11.0,19.0,14.0,✓,,TGFB1
glembatumumab vedotin,"glembatumumab, CR011, CR011-vcMMAE, CDX-011",GPNMB,"Amgen, Celldex, Curagen, Seattle Genetics",11.0,14.0,15.0,✓,,GPNMB
mavrilimumab,"CAM-3001, KPL-301",GM-CSF2RA,"CAT, CSL, Kiniksa, Medimmune",11.0,22.0,17.0,✓,,CSF2RA
simtuzumab,"AB0023, AB0024, GS-6624",LOXL2,Gilead,11.0,15.0,8.0,✓,,LOXL2
cabiralizumab,"FPA008, BMS-986227",CSF-1R,"BMS, Five Prime",11.0,57.0,1.0,✓,,CSF1R
bintrafusp alfa   <<,"M7824, MSB0011359C",PD-L1,"Merck Serono, NCI",11.0,9.0,7.0,✓,,CD274
bintrafusp alfa   <<,"M7824, MSB0011359C",TGFβRII,"Merck Serono, NCI",11.0,9.0,7.0,✓,,TGFBR2
erfonrilimab,KN046,CTLA4,Alphamab,11.0,7.0,7.0,✓,,CTLA4
erfonrilimab,KN046,PD-L1,Alphamab,11.0,7.0,7.0,✓,,CD274
ezabenlimab,"BI754091, BI 754091",PD-1,Boehringer,11.0,9.0,4.0,✓,,PDCD1
vibostolimab,"MK-7684, MK-7684A",TIGIT,Merck (MSD),11.0,28.0,4.0,✓,,TIGIT
botensilimab   ==,AGEN1181,CTLA4,Agenus,11.0,,4.0,nan,,CTLA4
volociximab,M200,Integrin α5β1,"Biogen, Facet, Icos, PDL",10.0,15.0,6.0,✓,,ITGA5
etaracizumab,"Abegrin, MEDI-522, hLM609, Vitaxin, LM609",Integrin αVβ3,"AME, Medimmune",10.0,9.0,11.0,✓,,nan
foralumab,"NI-0401, 28F11-AE, TZLS-401",CD3e,"Amgen, Medarex, NovImmune, Tiziana",10.0,40.0,6.0,✓,,CD3E
RG1507,R1507,IGF-1R,"Genmab, Roche",10.0,,12.0,nan,,IGF1R
ficlatuzumab,"SCH 900105, AV-299",HGF/SF,"AVEO, Merck (MSD), Schering-Plough, Xoma",10.0,6.0,8.0,✓,,HGF
veltuzumab   >>   ==,"hA20, IMMU-106",CD20,"Immunomedics, Nycomed, Takeda",10.0,36.0,9.0,✓,,MS4A1
sotigalimab,"APX005, R-8, APX005M, EPI-0050",CD40,Apexigen,10.0,25.0,8.0,✓,,CD40
SCT200,SCT-200,EGFR,Sinocelltech,10.0,4.0,5.0,nan,,EGFR
iscalimab   ==,"CFZ-533, CFZ533",CD40,Novartis,10.0,15.0,8.0,✓,,CD40
danvilostomig,SI-B003,CTLA4,"Sichuan Baili Pharma, Systimmune",10.0,1.0,,✓,,CTLA4
danvilostomig,SI-B003,PD-1,"Sichuan Baili Pharma, Systimmune",10.0,1.0,,✓,,PDCD1
semzuvolimab,UB-421,CD4,UBI,10.0,2.0,3.0,nan,,CD4
alcestobart,LBL-007,LAG-3,Nanjing Leads Bio,10.0,3.0,2.0,✓,,LAG3
dacetuzumab   >>,"SGN-40, huS2C6, anti-huCD40, SGN-14, PRO64553",CD40,"Genentech, Seattle Genetics",9.0,13.0,15.0,✓,,CD40
aletekitug,"GSK1070806, GSK 1070806, A18110040, 2C10",IL-18,GSK,9.0,15.0,1.0,✓,,IL18
pepinemab,"VX15, VX15/2503, MAb 2503",SEMA4D,Vaccinex,9.0,43.0,10.0,✓,,SEMA4D
anvatabart opadotin,ARX788,HER2/neu,"Ambrx, NovoCodex, Zhejiang Medicine",9.0,2.0,9.0,✓,,ERBB2
zalifrelimab   ==,AGEN1884,CTLA4,"Agenus, Ludwig Inst., Sloan-Kettering",9.0,24.0,3.0,✓,,CTLA4
CDX-1140,nan,CD40,Celldex,9.0,11.0,1.0,nan,,CD40
volrustomig,MEDI5752,CTLA4,Medimmune,9.0,4.0,2.0,nan,,CTLA4
volrustomig,MEDI5752,PD-1,Medimmune,9.0,4.0,2.0,nan,,PDCD1
HLX43,nan,PD-L1,Shanghai Henlius,9.0,6.0,,nan,,CD274
tegoprubart,AT-1501,CD40L,"Anelixis, Eledon",9.0,1.0,1.0,nan,,CD40LG
TQB2618,nan,TIM-3,Chia Tai Tianqing Pharma,9.0,8.0,,nan,,HAVCR2
namilumab,"AMG203, MT203, 22E9",GM-CSF,"Micromet, Nycomed, Takeda, U.Melbourne",8.0,35.0,9.0,✓,,CSF2
sifalimumab,"MEDI-545, CP145, MDX-1103, 13H5",IFNA1,Medimmune,8.0,13.0,12.0,✓,,IFNA1
vilobelimab,"IFX-1, CaCP29, INab308",C5,InflaRx,8.0,13.0,7.0,✓,,C5
tesnatilimab,"JNJ-64304500, NNC0142-0002, NNC 0142-0000-0002, NN8555, NNC142",NKG2D,Novo Nordisk,8.0,12.0,3.0,✓,,KLRK1
CDX-1401,nan,DEC-205,Celldex,8.0,8.0,,?,,LY75
tesidolumab,LFG316,C5,Novartis,8.0,15.0,4.0,✓,,C5
ALTB-168   >>,"AbGn-168H, Neihulizumab",PSGL-1,"AltruBio, Bioalliance, Boehringer",8.0,30.0,,✓,,SELPLG
quetmolimab,"E6011, KANAb001",CX3CL1,"Eisai, KAN Res.Inst.",8.0,8.0,8.0,✓,,CX3CL1
geptanolimab,"CBT-501, GB226, GB 226, Genolimzumab, Genormab",PD-1,"CBT Pharma, Genor",8.0,1.0,3.0,✓,,PDCD1
Benhealth Biopharma anti-CD3 / MUC1,nan,CD3,Benhealth Biopharma,8.0,,,nan,,CD3E
Benhealth Biopharma anti-CD3 / MUC1,nan,MUC1,Benhealth Biopharma,8.0,,,nan,,MUC1
quavonlimab,MK-1308,CTLA4,Merck (MSD),8.0,17.0,2.0,✓,,CTLA4
amatuximab,MORAb-009,Mesothelin,Morphotek,7.0,15.0,9.0,✓,,MSLN
ordesekimab,"HuMax-IL15, AMG 714, 146B7, PRV-015",IL-15,"Amgen, Genmab, Provention Bio",7.0,9.0,4.0,✓,,IL15
enokizumab,"MEDI-528, 7F3com-2H2",IL-9,"AstraZeneca, Medimmune",7.0,9.0,5.0,✓,,IL9
lorvotuzumab mertansine,"IMGN901, huN901-DM1, BB-10901",NCAM,ImmunoGen,7.0,6.0,6.0,✓,,NCAM1
mapatumumab,"HGS-ETR1, TRM-1",TRAIL-R1,HGS,7.0,13.0,23.0,?,,TNFRSF10A
ponezumab,"PF-04360365, RN-1219, RN1219, 9TL, Ab2",Amyloid beta,"Pfizer, Rinat",7.0,19.0,6.0,✓,,APP
plozalizumab,"MLN1202, 1D9",CCR2,"Millennium, Takeda",7.0,25.0,2.0,✓,,CCR2
xentuzumab,BI 836845,IGF-1,Boehringer,7.0,17.0,10.0,✓,,IGF1
xentuzumab,BI 836845,IGF-2,Boehringer,7.0,17.0,10.0,✓,,IGF2
demcizumab   >>,OMP-21M18,DLL4,OncoMed,7.0,21.0,4.0,✓,,DLL4
Wyeth patent anti-Lewis Y,"hu3S193, Rebmab 100",Lewis Y,"Ludwig Inst., Recepta, Wyeth",7.0,7.0,10.0,nan,,FUT1
omburtamab,"8H9, Burtomab",B7-H3,"Sloan-Kettering, Y-mAbs",7.0,25.0,12.0,✓,,CD276
emibetuzumab,LY2875358,cMet,Lilly,7.0,16.0,10.0,✓,,MET
ALD1910,Lu AG09222,PACAP-38,"Alder, H. Lundbeck",7.0,44.0,7.0,nan,,ADCYAP1
oloctinebart,TB006,Galectin-3,TrueBinding,7.0,25.0,,nan,,LGALS3
tebotelimab   <<   ==,MGD013,LAG-3,MacroGenics,7.0,3.0,3.0,✓,,LAG3
tebotelimab   <<   ==,MGD013,PD-1,MacroGenics,7.0,3.0,3.0,✓,,PDCD1
vobarilizumab,ALX-0061,IL-6R,"Abbvie, Ablynx",6.0,13.0,1.0,✓,,IL6R
prezalumab,"AMG 557, MEDI5872",B7RP-1,"Amgen, Medimmune, Viela Bio",6.0,9.0,1.0,✓,,ICOS
AMG 820,"AMB-05X, AMB-051, AMB-053, AMB-055",CSF-1R,"Amgen, AmMax Bio",6.0,24.0,1.0,nan,,CSF1R
ontuxizumab,MORAb-004,Endosialin,Morphotek,6.0,11.0,9.0,✓,,CD248
coltuximab ravtansine   >>,"coltuximab ravtansine , SAR3419, huB4-DM4",CD19,"ImmunoGen, Sanofi",6.0,8.0,11.0,✓,,CD19
sevirumab,"Protovir, MSL-109, SDZ MSL 109, EV2 7",CMV glycoprotein B,"Novartis, PDL, Sandoz",6.0,1.0,3.0,✓,,nan
SGN-30   ==,SGN-CD30C,CD30,Seattle Genetics,6.0,7.0,10.0,nan,,TNFRSF8
L19-IL2,Darleukin,Fibronectin,Philogen,6.0,23.0,3.0,nan,,FN1
acimtamig,AFM13,CD30,"Affimed, MD Anderson",6.0,11.0,6.0,nan,,TNFRSF8
acimtamig,AFM13,Fc-gamma-RIIIA,"Affimed, MD Anderson",6.0,11.0,6.0,nan,,FCGR3A
imgatuzumab,"RG7160, GA201, RO5083945, ICR62",EGFR,"Glycart, Roche",6.0,27.0,6.0,✓,,EGFR
SGN-15,"BMS-182248, BR96-DOX",Lewis Y/B antigen,"BMS, Seattle Genetics",6.0,1.0,5.0,nan,,FUT1
ontamalimab,"7.16.6, PF-00547659, SHP647",MAdCAM-1,"Amgen, Pfizer, Shire",6.0,26.0,17.0,✓,,MADCAM1
ascrinvacumab,PF-03446962,ALK-1,"Amgen, Pfizer",6.0,5.0,6.0,✓,,ACVRL1
fletikumab,"NNC0109-0012, NN8226",IL-20,Novo Nordisk,6.0,10.0,3.0,✓,,IL20
lacnotuzumab,"RX1, MCS110",M-CSF,"Chiron, Novartis, Xoma",6.0,24.0,2.0,✓,,CSF1
cusatuzumab,ARGX-110,CD70,"argenx, Janssen-Cilag",6.0,26.0,8.0,✓,,CD70
emactuzumab,"RO5509554, RG7155",CSF-1R,"Celleron, Roche",6.0,71.0,8.0,✓,,CSF1R
NN8828,"NNC114-0005, NNC114-0006, NNC0114-0006, NNC0114-0000-0005",IL-21,Novo Nordisk,6.0,11.0,2.0,?,,IL21
BI 655064,nan,CD40,Boehringer,6.0,20.0,7.0,nan,,CD40
gosuranemab   ==,"BIIB092, IPN007, BMS-986168",Tau,"Biogen, BMS, Ipierian",6.0,31.0,3.0,✓,,MAPT
trevogrumab   ==,"SAR391786, REGN1033",Myostatin,"Regeneron, Sanofi",6.0,21.0,1.0,✓,,MSTN
enibarcimab,"Adrecizumab, HAM8101",Adrenomedullin,"Adrenomed, Sphingotec",6.0,40.0,12.0,✓,,ADM
astegolimab,"AMG 282, MSTT1041A, RG6149, RO7187807",IL-1RL1,"Amgen, Genentech",6.0,12.0,3.0,✓,,IL1RL1
favezelimab,"ADI-12126, MK-4280",LAG-3,"Adimab, Merck (MSD)",6.0,36.0,3.0,✓,,LAG3
ivuxolimab   ==,"PF-04518600, PF04518600, PF-8600",OX40,Pfizer,6.0,1.0,2.0,✓,,TNFRSF4
luveltamab tazevibulin,"STRO-002, SP8166",FRA,Sutro,6.0,18.0,3.0,nan,,FOSL1
rulonilimab,F520,PD-1,Shandong New Time Pharma,6.0,,,nan,,PDCD1
LMB-100,nan,Mesothelin,NCI,6.0,,2.0,nan,,MSLN
tozorakimab,MEDI3506,IL-33,"AstraZeneca, Medimmune",6.0,14.0,6.0,✓,,IL33
tirelizumab,nan,PD-1,nan,6.0,,,nan,,PDCD1
CM336,CM-336,BCMA,Keymed,6.0,1.0,,nan,,TNFRSF17
CM336,CM-336,CD3,Keymed,6.0,1.0,,nan,,CD3E
lumrotatug,CM313,CD38,Keymed,6.0,1.0,1.0,✓,,CD38
verekitug,UPB-101,TSLPR,Upstream,6.0,4.0,,✓,,CRLF2
LBL-024   <<,nan,4-1BB,Nanjing Leads Bio,6.0,1.0,,nan,,TNFRSF9
LBL-024   <<,nan,PD-L1,Nanjing Leads Bio,6.0,1.0,,nan,,CD274
IMVT-1402,nan,FcRn,Immunovant,6.0,,,nan,,FCGRT
anrukinzumab   ==,IMA-638,IL-13,"Pfizer, Wyeth",5.0,7.0,8.0,✓,,IL13
bleselumab   >>   ==,"ASKP1240, 4D11, IgG2-AAS(341)",CD40,"Astellas, KHK",5.0,17.0,10.0,✓,,CD40
BIIB023,Biogen Anti-TWEAK,TWEAK,Biogen,5.0,6.0,2.0,?,,TNFSF12
drozitumab,"Apomab, PRO95780, anti-DR5, rhuMAb DR5, chDAB4",DR5,Genentech,5.0,22.0,17.0,✓,,TNFRSF10B
fezakinumab,ILV-094,IL-22,"Pfizer, Wyeth",5.0,13.0,1.0,✓,,IL22
lumiliximab,"gomiliximab, IDEC-152, P5E8",CD23,Biogen,5.0,5.0,7.0,✓,,FCER2
matuzumab,"EMD72000, MAb 425",EGFR,Takeda,5.0,15.0,24.0,✓,,EGFR
eldelumab,"MDX-1100, BMS-936557",IP-10,Medarex,5.0,12.0,3.0,✓,,CXCL10
vofatamab,"R3Mab, RG7444, MFGR1877S, 184.6, B-701, MFGR1877A",FGFR3,"BioClin, Genentech, Rainier, Roche",5.0,21.0,3.0,✓,,FGFR3
sonepcizumab,"iSONEP, aSONEP, LT1009, humanized Sphingomab",Sphingosine-1-P,Lpath,5.0,31.0,7.0,✓,,SPHK1
TB-402,Krix-1,Factor VIII,"BioInvent, Thrombogenics",5.0,2.0,3.0,nan,,F8
duligotuzumab,"duligotumab, RG7597, Anti-HER3/EGFR DAF, MEHD7945A, MEHD",EGFR,"Genentech, Roche",5.0,13.0,6.0,✓,,EGFR
duligotuzumab,"duligotumab, RG7597, Anti-HER3/EGFR DAF, MEHD7945A, MEHD",HER3,"Genentech, Roche",5.0,13.0,6.0,✓,,ERBB3
opicinumab,"Li81, Li33, BIIB033",LINGO-1,Biogen,5.0,38.0,9.0,✓,,LINGO1
nesvacumab,"REGN910, SAR307746",Angiopoietin 2,"Regeneron, Sanofi",5.0,25.0,3.0,✓,,ANGPT2
PF-04236921,nan,IL-6,Pfizer,5.0,,3.0,nan,,IL6
lulizumab pegol,"BMS-931699, dAb 1h-239-891(D70C)",CD28,"BMS, Domantis",5.0,22.0,5.0,✓,,CD28
Progenics PSMA ADC,"PSMA ADC, AB-PG1-XG1",PSMA,"Progenics, Seattle Genetics",5.0,2.0,5.0,nan,,FOLH1
blosozumab,LY2541546,Sclerostin,Lilly,5.0,7.0,6.0,✓,,SOST
imalumab   >>,"BAX69, BAX 069, BAX069, BaxB01",MIF,"Baxalta, Baxter, Dyax",5.0,21.0,4.0,✓,,MIF
landogrozumab,LY2495655,Myostatin,Lilly,5.0,13.0,3.0,✓,,MSTN
BMS-986012,nan,Fucosyl GM1,Medarex,5.0,21.0,2.0,✓,,nan
abrilumab,"AMG 181, AMG181, MEDI-7183, MEDI7813",Integrin α4β7,"Amgen, Medimmune",5.0,15.0,2.0,✓,,nan
BI 836858,nan,CD33,Boehringer,5.0,4.0,5.0,nan,,CD33
talacotuzumab   ==,"JNJ-56022473, CSL362",IL-3Rα,CSL,5.0,4.0,6.0,✓,,IL3RA
fepixnebart,"mAb41, LY3016859",Epiregulin,Lilly,5.0,8.0,3.0,✓,,EREG
ABT-122,ABBV-257,IL-17,Abbvie,5.0,4.0,5.0,nan,,IL17A
ABT-122,ABBV-257,TNF-alpha,Abbvie,5.0,4.0,5.0,nan,,TNF
DKN-01,nan,DKK1,"Dekkun, Leap Thera",5.0,7.0,8.0,nan,,DKK1
CDX-3379,"2C2, MEDI3379, KTN3379",HER3,"Bulldog Pharma, Celldex, Kolltan, Medimmune",5.0,16.0,4.0,nan,,ERBB3
cobolimab,"TSR-022, WBP 296A",TIM-3,"AnaptysBio, Tesaro",5.0,18.0,1.0,✓,,HAVCR2
flotetuzumab,"MGD006, S80880, RES234, MGD024",CD3,MacroGenics,5.0,4.0,5.0,✓,,CD3E
flotetuzumab,"MGD006, S80880, RES234, MGD024",IL-3Rα,MacroGenics,5.0,4.0,5.0,✓,,IL3RA
eltrekibart,LY3041658,CXC-ELR,Lilly,5.0,15.0,,✓,,nan
sabatolimab,"MBG453, MGB-453",TIM-3,"Dana-Farber, Novartis",5.0,23.0,3.0,✓,,HAVCR2
vudalimab,XmAb20717,CTLA4,Xencor,5.0,11.0,,✓,,CTLA4
vudalimab,XmAb20717,PD-1,Xencor,5.0,11.0,,✓,,PDCD1
volagidemab,REMD-477,GCGR,REMD,5.0,16.0,4.0,✓,,GCGR
miptenalimab,"496G6, BI754111",LAG-3,Boehringer,5.0,6.0,1.0,✓,,LAG3
reozalimab,"LY3434172, IBI318",PD-1,"Innovent, Lilly, Zymeworks",5.0,4.0,3.0,nan,,PDCD1
reozalimab,"LY3434172, IBI318",PD-L1,"Innovent, Lilly, Zymeworks",5.0,4.0,3.0,nan,,CD274
exlinkibart,LVGN6051,4-1BB,Lyvgen Biopharma,5.0,10.0,,✓,,TNFRSF9
danburstotug   ==,"IMC-001, STI-3031",PD-L1,Sorrento,5.0,,1.0,✓,,CD274
amlitelimab,"SAR445229, KY1005",OX40L,"Kymab, Sanofi",5.0,35.0,4.0,✓,,TNFSF4
Sunshine Guojian 601,nan,VEGF,Sunshine Guojian Pharma,5.0,,,nan,,VEGFA
vixticibart,REGN5381,NPR1,Regeneron,5.0,15.0,,✓,,NPR1
LM-108,nan,CCR8,Lanova,5.0,5.0,,nan,,CCR8
derlotuximab biotin - iodine (131I),"Cotara, iodine (131I) derlotuximab biotin, 131I-chTNT-1/B MAb, 131ichtnt-1, chTNT-1/B MAb (131I)",DNA/Histone H1,Peregrine,4.0,,2.0,✓,,HIST1H1A
AMG 108,AMG108,IL-1R1,"Amgen, Medarex",4.0,16.0,1.0,?,,IL1R1
carlumab,CNTO 888,MCP-1,"Centocor Ortho, J&J, Morphosys",4.0,13.0,6.0,✓,,CCL2
ertumaxomab,"Rexomun, 2502A/TP- A-02/TPBs03",CD3,Fresenius,4.0,1.0,4.0,nan,,CD3E
ertumaxomab,"Rexomun, 2502A/TP- A-02/TPBs03",HER2/neu,Fresenius,4.0,1.0,4.0,nan,,ERBB2
parsatuzumab,"RG7414, MEGF0444A",EGFL7,Genentech,4.0,15.0,2.0,✓,,EGFL7
GSK 933776,"GSK933776, GSK719556A, 6F6",Amyloid beta,GSK,4.0,14.0,2.0,✓,,APP
icrucumab,"IMC-18F1, IMC18F1",FLT1,ImClone,4.0,5.0,6.0,✓,,FLT1
tovetumab,MEDI-575,PDGFRA,Medimmune,4.0,7.0,5.0,✓,,PDGFRA
MM-111   ==,nan,HER2/neu,Merrimack,4.0,10.0,1.0,✓,,ERBB2
MM-111   ==,nan,HER3,Merrimack,4.0,10.0,1.0,✓,,ERBB3
pagibaximab,"BSYX-A110, A110, HU96-110",LTA,"Altor, Biosynexus, GSK",4.0,3.0,4.0,nan,,LTA
robatumumab,"SCH 717454, 19D12",IGF-1R,"Merck (MSD), Schering-Plough",4.0,19.0,4.0,✓,,IGF1R
SBI-087,"PF-05230895, 2LM20-4",CD20,"Pfizer, Trubion",4.0,,1.0,nan,,MS4A1
denintuzumab mafodotin   ==,"denintuzumab mafodotin , SGN-19A, SGN-CD19A, BU12",CD19,Seattle Genetics,4.0,14.0,1.0,✓,,CD19
otlertuzumab,"TRU-016, CAS-024, SMIP-016",CD37,"Aptevo, Emergent, Facet, Trubion",4.0,13.0,5.0,✓,,CD37
ozanezumab,"GSK 1223249, GSK1223249",Nogo-A,GSK,4.0,11.0,1.0,✓,,RTN4
EMD 273063   <<,hu14.18-IL2,GD2,"EMD, Merck Serono",4.0,13.0,9.0,✓,,nan
ladiratuzumab vedotin,"SGN-LIV1A, anti-LIV-1-vcMMAE, hLIV22",LIV-1,"Genentech, Seattle Genetics",4.0,23.0,2.0,✓,,SLC39A6
lutikizumab,ABT-981,IL-1α,Abbvie,4.0,15.0,2.0,✓,,IL1A
lutikizumab,ABT-981,IL-1β,Abbvie,4.0,15.0,2.0,✓,,IL1B
BI 836826,BI836826,CD37,Boehringer,4.0,23.0,5.0,?,,CD37
solrikitug,"MK-8226, NSI-8226",TSLP,"Merck (MSD), Schering-Plough, Uniquity Bio",4.0,15.0,,✓,,TSLP
TRK-950,nan,CAPRIN-1,Toray,4.0,92.0,2.0,✓,,CAPRIN1
olinvacimab,"TTAC-0001, TTAC0001, Tanibirumab, SSS23",VEGFR-2,"3SBio, PharmAbcine",4.0,7.0,7.0,✓,,KDR
frovocimab,LY3015014,PCSK9,Lilly,4.0,3.0,3.0,✓,,PCSK9
domagrozumab,"PF-06252616, mRK35",Myostatin,Pfizer,4.0,7.0,10.0,✓,,MSTN
NM8074,nan,Complement Factor B,NovelMed,4.0,16.0,,nan,,CFB
melrilimab,"GSK3772847, CNTO3914, CNTO5516, CNTO7160, CNTO 7160",IL-1RL1,"GSK, Janssen Biotech",4.0,6.0,3.0,✓,,IL1RL1
etokimab,ANB020,IL-33,AnaptysBio,4.0,13.0,1.0,✓,,IL33
camidanlumab tesirine   <<,"HuMax-TAC-ADC, ADCT-301",IL-2Rα,"ADC Therapeutics, Genmab, Medimmune",4.0,34.0,9.0,✓,,IL2RA
GSK2330811   ==,nan,OSM,GSK,4.0,,3.0,nan,,OSM
JSKN003   <<,KN026,HER2/neu,Alphamab,4.0,12.0,4.0,nan,,ERBB2
lendalizumab,"olendalizumab, ALXN1007, ALXN-1007",C5,Alexion,4.0,1.0,1.0,✓,,C5
JCAR015   ==,nan,CD19,"Juno, Sloan-Kettering",4.0,15.0,2.0,nan,,CD19
elezanumab,ABT-555,RGM A,Abbvie,4.0,28.0,8.0,✓,,RGMA
vobramitamab duocarmazine   ==,MGC018,B7-H3,"MacroGenics, Synthon",4.0,1.0,1.0,nan,,CD276
lorigerlimab,MGD019,CTLA4,MacroGenics,4.0,8.0,1.0,nan,,CTLA4
lorigerlimab,MGD019,PD-1,MacroGenics,4.0,8.0,1.0,nan,,PDCD1
zaltenibart,OMS906,MASP-3,"Omeros, U.Leicester",4.0,14.0,,nan,,MASP1
uliledlimab   ==,"TJ004309, TJD5",NT5E,"I-Mab Biopharma, Tracon",4.0,10.0,,✓,,NT5E
Sunshine Guojian patent anti-PD-1   ==,609A,PD-1,Sunshine Guojian Pharma,4.0,4.0,,nan,,PDCD1
venanprubart,LY3361237,BTLA,Lilly,4.0,5.0,,✓,,BTLA
pamvatamig,MCLA-129,cMet,"Betta Pharma, Merus",4.0,9.0,,✓,,MET
pamvatamig,MCLA-129,EGFR,"Betta Pharma, Merus",4.0,9.0,,✓,,EGFR
ziltivekimab,COR-001,IL-6,"Corvidia, Novo Nordisk",4.0,4.0,8.0,✓,,IL6
FB825,"4B12, LP0201",IgE,"Fountain, Leo Pharma, Oneness",4.0,5.0,,nan,,nan
Sunshine Guojian patent anti-IL-5,610,IL-5,Sunshine Guojian Pharma,4.0,4.0,,nan,,IL5
ucenprubart,LY3454738,CD200R,Lilly,4.0,5.0,1.0,✓,,CD200R1
LP002,nan,PD-L1,Taizhou HoudeAoke Bio,4.0,,1.0,nan,,CD274
ponsegromab,PF-06946860,MIC-1,Pfizer,4.0,3.0,2.0,✓,,GDF15
farletuzumab ecteribulin   <<,MORAb-202,FRA,"BMS, Eisai, Morphotek",4.0,1.0,3.0,nan,,FOSL1
BNT326,YL202,HER3,"BioNTech, Medilink",4.0,1.0,,nan,,ERBB3
ABBV-154   <<,nan,TNF-alpha,Abbvie,4.0,,2.0,nan,,TNF
lunsekimig,SAR443765,IL-13,Sanofi,4.0,,1.0,✓,,IL13
lunsekimig,SAR443765,Serum Albumin,Sanofi,4.0,,1.0,✓,,ALB
lunsekimig,SAR443765,TSLP,Sanofi,4.0,,1.0,✓,,TSLP
bersanlimab,BI-505,ICAM-1,BioInvent,3.0,16.0,3.0,✓,,ICAM1
placulumab,"CEP-37247, ART621, PN0621, compound 170 dAb",TNF-alpha,"Cephalon/Arana, Domantis, Teva",3.0,11.0,1.0,✓,,TNF
ensituximab,"NPC-1C, NEO-101, NEO-102",MU5AC,"Neogenix, Precision Biologics",3.0,20.0,5.0,✓,,MUC5AC
orticumab,"Anti-oxLDL, RG7418, BI-204, MLDL1278A",oxLDL,"Abcentra, BioInvent, Genentech",3.0,13.0,3.0,✓,,nan
refanezumab,"GSK 249320, GSK249320",MAG,GSK,3.0,9.0,3.0,✓,,MAG
iratumumab,"MDX-060, 5F11",CD30,Medarex,3.0,11.0,4.0,nan,,TNFRSF8
itolizumab,"ALZUMAb, T1h, EQ001",CD6,"Biocon, CMI Cuba, Equillium",3.0,37.0,20.0,✓,,CD6
oportuzumab monatox-qqrs,"Vicinium, Proxinium, Vysyneum, VB4-845",EpCAM,"Sesen Bio, Viventia",3.0,12.0,5.0,✓,,EPCAM
racotumomab,10000000000,GM3,Recombio,3.0,10.0,8.0,✓,,ST3GAL5
rafivirumab   ==,CR57,Rabies virus GP,Crucell,3.0,14.0,3.0,✓,,nan
inclacumab,"RG1512, R1512, RO4905417, LC1004-002",P-selectin,"Genmab, Roche",3.0,14.0,5.0,✓,,SELP
sontuzumab   ==,"huHMFG-1, AS1402, R1550, Therex",MUC1,"Antisoma, Roche",3.0,2.0,3.0,nan,,MUC1
TRU-015   <<,PF-5212374,CD20,"Pfizer, Trubion",3.0,4.0,3.0,✓,,MS4A1
tucotuzumab celmoleukin,"EMD 273066, huKS-IL2",EpCAM,"EMD, Merck Serono",3.0,6.0,1.0,nan,,EPCAM
quilizumab,"RG7449, MEMP1972A, 47H4",IgE M1 prime,Genentech,3.0,2.0,3.0,✓,,nan
AGS-1C4D4,H16-7.8,PSCA,Agensys,3.0,13.0,2.0,✓,,PSCA
lacutamab,"IPH4102, IPH 4101, IPH41",KIR3DL2,Innate,3.0,40.0,3.0,✓,,KIR3DL2
STX-100,BG00011,Integrin αvβ6,"Biogen, Stromedix",3.0,16.0,2.0,nan,,nan
paridiprubart,"NI-0101, 15C1, EB05",TLR4,"Edesa, Light Chain Bio, NovImmune",3.0,39.0,4.0,nan,,TLR4
